year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price
0.183099,13,1831,3,6,2,0.0122,1,1,2,1,7,4,12000
0.183099,29,941,0,6,2,0.018,1,0,2,1,8,8,15000
0.183099,13,2221,1,6,2,0.009,1,0,2,1,2,0,16900
0.183099,7,2384,1,6,2,0.0028,1,0,2,2,3,5,20000
0.183099,7,779,3,6,2,0.007035,1,0,2,1,8,5,22000
0.183099,7,779,3,6,2,0.007035,1,0,2,1,8,5,22000
0.183099,7,2387,1,6,2,0.003297,1,0,2,1,8,4,25000
0.183099,10,2643,3,3,0,0.0053,1,1,0,1,9,4,25000
0.183099,22,1130,1,6,2,0.00743,1,0,2,1,8,9,32500
0.183099,22,1130,1,6,2,0.00743,1,0,2,1,8,9,32500
0.197183,7,1182,2,5,2,0.055556,1,1,2,1,10,1,1200
0.197183,13,1984,1,6,2,0.0036,1,1,2,1,9,1,4000
0.197183,13,1997,3,6,2,0.007248,1,0,2,2,3,8,4800
0.197183,13,1997,1,5,2,0.001,1,0,2,1,8,10,5000
0.197183,6,1138,3,6,2,0.01,1,0,2,1,2,0,13000
0.197183,7,2873,1,6,2,0.01,1,1,2,2,3,5,15000
0.197183,13,2222,3,6,2,0.0087,1,0,2,1,3,10,19500
0.197183,24,776,1,5,2,0.00368,3,1,0,1,0,4,20000
0.197183,24,776,1,5,2,0.00368,3,1,0,1,0,4,20000
0.197183,10,1333,0,6,2,0.001996,1,1,2,2,3,1,22000
0.197183,13,1713,3,6,2,0.010806,1,0,2,1,9,4,25800
0.197183,7,1018,1,6,2,0.0019,1,0,2,2,3,8,29300
0.197183,7,2956,0,6,2,3e-06,1,0,2,1,11,3,35999
0.197183,7,2400,3,6,2,0.000778,1,1,2,1,8,1,52000
0.211268,13,1711,2,6,2,0.0072,3,1,2,1,9,4,2975
0.211268,13,3880,2,6,2,0.0077,1,0,2,1,3,3,4500
0.211268,7,1488,2,6,2,0.00742,1,0,2,1,8,0,6000
0.211268,37,669,3,3,2,0.0078,1,1,2,0,3,1,7000
0.211268,7,1016,1,5,2,0.0089,1,0,2,1,8,5,7800
0.211268,7,1180,1,5,2,0.0108,1,1,2,0,8,10,8500
0.211268,25,1112,1,6,2,0.005988,1,0,2,1,8,0,9950
0.211268,6,1200,1,6,2,0.000697,1,0,2,1,8,10,12000
0.211268,13,2224,3,6,2,0.00155,1,0,2,1,8,10,12500
0.211268,13,4042,1,6,2,0.01035,1,0,2,2,3,4,12800
0.211268,13,3880,1,6,2,0.01117,1,0,2,1,3,10,13500
0.211268,13,2818,1,6,2,0.004189,1,0,2,1,3,10,14500
0.211268,5,3617,1,6,2,0.001234,1,0,2,1,3,1,16500
0.211268,24,681,1,3,2,3.5e-05,1,0,2,1,8,5,21500
0.211268,24,76,1,5,2,0.001565,1,0,2,1,8,5,22500
0.211268,7,1015,1,6,2,0.0052,1,1,2,1,3,8,32000
0.211268,7,2660,1,6,2,0.00592,1,0,2,2,3,10,40000
0.211268,7,1183,1,6,2,0.0077,1,1,2,0,2,4,59000
0.211268,10,1176,3,6,2,0.0,1,1,2,0,8,1,65000
0.225352,19,2242,3,6,2,0.01612,1,1,0,1,9,8,2995
0.225352,13,3880,3,6,2,0.000123,1,0,1,1,3,8,4000
0.225352,13,1714,3,6,2,0.0064,1,0,2,1,7,5,4800
0.225352,10,974,2,6,2,0.01,1,0,2,1,3,10,4800
0.225352,13,2818,2,5,2,0.010772,1,0,2,2,3,11,5500
0.225352,13,1894,3,6,2,0.0055,1,1,2,1,9,2,7000
0.225352,13,2818,2,6,2,0.007252,1,0,2,2,3,4,7500
0.225352,7,2497,3,6,2,0.001106,3,0,0,1,9,4,8500
0.225352,7,2383,3,5,2,1e-05,1,1,2,0,3,1,8500
0.225352,7,2385,3,5,2,1e-05,1,1,2,2,3,1,8500
0.225352,19,4168,1,5,2,0.01,1,1,0,1,6,1,8600
0.225352,7,2385,3,5,2,1e-05,1,1,2,2,3,1,10000
0.225352,13,3880,1,6,2,0.0042,1,0,2,1,3,3,12995
0.225352,6,3405,3,6,2,0.0121,1,0,2,1,8,1,13995
0.225352,13,3880,1,6,2,0.0039,1,0,2,2,3,1,17000
0.225352,13,3880,1,6,2,0.007137,1,0,2,1,3,8,18800
0.225352,10,974,1,6,2,0.0038,1,1,2,1,3,0,28000
0.225352,7,1015,3,6,2,0.001,1,1,2,1,3,8,28500
0.225352,7,1488,0,6,2,0.0009,1,1,2,1,3,10,29900
0.225352,13,1997,3,6,2,0.012346,1,0,2,2,8,3,30000
0.225352,7,2873,1,6,2,0.0024,1,0,2,2,3,3,32000
0.225352,13,2824,1,6,2,0.0099,1,0,2,2,2,1,38950
0.225352,13,2828,1,6,2,0.0087,1,1,2,1,4,10,48000
0.239437,13,3880,3,6,2,0.0055,1,0,2,1,3,10,4200
0.239437,29,2299,2,6,2,0.0075,1,0,2,1,3,1,4500
0.239437,7,1180,3,5,2,0.009,1,0,2,0,3,1,5000
0.239437,25,1196,3,6,2,0.0067,1,0,2,0,3,4,6200
0.239437,7,828,3,6,2,0.0001,1,1,2,1,7,4,7000
0.239437,13,1997,3,6,2,0.01,1,1,2,2,3,1,7500
0.239437,37,669,3,3,2,0.00425,1,1,2,0,3,1,8500
0.239437,13,2818,2,6,2,0.007,1,0,2,1,2,8,15000
0.239437,13,2223,1,6,2,0.0035,1,0,2,1,2,8,15000
0.239437,13,1831,1,5,2,0.001265,1,0,2,1,9,3,18000
0.239437,10,1177,3,6,2,0.0119,1,0,2,1,2,8,27000
0.239437,29,2317,1,6,2,0.0104,1,0,2,1,3,8,45000
0.239437,13,800,1,6,2,8e-05,4,0,0,1,6,8,60000
0.239437,30,412,1,5,2,0.00847,1,1,2,3,3,0,65900
0.253521,25,2790,3,6,2,0.004343,1,0,2,2,3,11,1500
0.253521,7,3734,3,6,2,0.012288,1,0,2,1,11,10,2200
0.253521,13,2223,3,6,2,0.001234,1,0,2,1,3,5,6000
0.253521,8,159,3,6,2,0.0,1,0,2,1,3,4,6250
0.253521,13,1831,3,6,2,0.019685,1,1,2,1,9,5,6500
0.253521,24,682,3,3,0,0.0026,1,0,2,1,8,3,7200
0.253521,25,1196,2,6,2,0.0142,1,0,2,2,3,1,8000
0.253521,7,1181,3,5,2,0.0055,1,0,2,0,8,4,8000
0.253521,7,4022,3,6,2,0.0009,1,0,2,1,9,0,8500
0.253521,7,2998,3,6,2,0.0009,1,0,2,1,9,0,8500
0.253521,13,1998,1,6,2,0.01,1,0,1,0,8,4,8500
0.253521,7,829,3,5,2,0.00028,1,1,2,1,8,3,8500
0.253521,7,825,1,6,2,0.0039,1,0,2,1,7,0,8995
0.253521,13,3927,2,6,2,0.0028,1,0,2,1,8,0,10000
0.253521,8,2865,3,6,2,0.00921,1,0,2,1,2,1,10500
0.253521,37,669,0,3,2,0.0001,1,1,2,0,2,7,11500
0.253521,37,808,3,3,2,0.0001,1,1,2,0,3,4,14900
0.253521,7,823,3,6,2,0.009027,1,0,1,1,7,4,14950
0.253521,25,1197,1,6,2,0.0021,1,0,2,2,3,1,16000
0.253521,5,3618,3,6,2,0.0047,1,0,2,1,2,10,17000
0.253521,7,823,0,6,2,0.002,1,1,2,1,7,3,18000
0.253521,7,1488,3,6,2,0.0025,1,0,2,2,7,10,24975
0.253521,7,870,3,6,2,0.008,1,0,2,1,3,0,28000
0.253521,5,2304,1,6,2,0.011733,1,0,2,1,2,1,34975
0.253521,7,1015,1,6,2,0.0008,1,0,1,1,3,4,35000
0.253521,13,2828,1,6,2,0.0093,1,1,1,2,8,8,36000
0.253521,29,2318,3,6,2,0.008854,1,0,2,2,2,4,42000
0.253521,10,1178,0,6,2,0.00021,1,0,2,2,3,6,55000
0.253521,7,869,0,6,2,0.00025,1,0,2,2,3,5,67500
0.253521,7,1183,1,6,2,0.001048,1,1,0,1,3,1,125000
0.267606,7,813,2,6,2,0.0262,1,1,2,1,7,5,1650
0.267606,13,1894,2,6,2,0.007165,1,0,1,1,9,10,2450
0.267606,37,1361,2,3,2,0.0024,1,1,2,3,2,11,3450
0.267606,36,1175,3,3,2,0.1,1,0,2,0,3,1,3500
0.267606,5,1509,1,6,2,0.01,1,0,2,1,2,3,6000
0.267606,10,1308,1,5,2,0.0021,1,1,2,1,9,4,6500
0.267606,13,2264,3,6,2,0.01,1,0,2,1,2,1,7500
0.267606,22,1132,3,6,2,0.0025,4,0,2,1,3,0,7900
0.267606,13,1898,2,6,2,0.0075,1,0,2,1,9,8,8000
0.267606,36,2539,3,5,2,0.0032,1,1,0,1,6,10,8500
0.267606,7,1183,2,6,2,0.0052,1,1,2,2,3,3,10000
0.267606,13,1997,1,6,2,0.00635,1,0,2,2,3,10,12000
0.267606,13,2222,3,6,2,0.005994,1,0,2,1,8,10,12500
0.267606,37,669,1,3,2,0.0003,1,1,2,0,3,10,13000
0.267606,13,1911,1,6,2,0.016,1,0,2,1,9,3,13000
0.267606,19,1060,1,5,2,0.01,1,1,0,1,8,6,14500
0.267606,29,2317,2,6,2,0.1,1,1,2,2,3,1,15000
0.267606,5,1509,3,6,2,0.012,1,0,2,1,2,8,15000
0.267606,7,1017,3,6,2,0.01025,1,0,2,2,11,4,15000
0.267606,7,1183,3,6,2,0.006786,1,0,2,1,3,8,21000
0.267606,25,1196,1,6,2,0.00077,1,0,2,2,3,1,24000
0.267606,7,3316,1,5,2,0.004257,1,0,0,1,7,10,30000
0.267606,7,1488,4,6,2,0.0,1,0,2,1,7,6,65000
0.28169,8,2375,2,6,2,0.01,3,0,2,1,3,10,2500
0.28169,7,2789,2,6,2,0.006251,3,0,2,1,3,4,2900
0.28169,13,1894,3,6,2,0.0027,1,0,2,1,7,4,5500
0.28169,7,926,2,6,2,0.01,1,0,2,1,3,4,6000
0.28169,13,4305,3,6,2,0.0033,1,0,2,1,2,10,6900
0.28169,7,1015,2,6,2,1.0,0,0,2,1,3,8,7500
0.28169,29,942,1,6,2,0.0054,1,0,2,1,3,10,7900
0.28169,19,1060,1,6,2,0.001,3,1,0,0,6,8,11900
0.28169,7,828,3,6,2,0.0088,1,0,2,1,7,3,14900
0.28169,5,3619,1,6,2,0.01135,1,0,2,1,2,10,14900
0.28169,38,2943,3,3,2,0.008065,1,1,2,0,3,4,15500
0.28169,7,2789,3,6,2,0.005742,1,0,2,1,8,4,17500
0.28169,13,2818,3,6,2,0.0024,1,0,2,3,3,1,18000
0.28169,37,2232,1,3,2,0.0084,1,1,2,0,3,1,20000
0.28169,7,1488,1,6,2,0.0084,1,0,2,1,7,1,24000
0.28169,10,1329,1,6,2,0.006093,1,0,2,2,8,3,26000
0.28169,7,870,1,6,2,0.0005,1,0,2,2,3,10,28500
0.28169,14,3519,3,6,2,0.00797,1,0,2,1,7,6,29500
0.28169,10,3781,3,6,2,0.0032,1,0,2,1,3,7,45000
0.28169,13,2818,1,6,2,0.00069,1,0,2,2,3,8,49500
0.28169,7,2874,1,6,2,0.0027,1,1,2,2,3,4,98500
0.295775,37,3769,2,3,2,0.000604,3,0,2,0,4,1,3000
0.295775,7,1488,3,5,2,0.0071,1,0,2,1,7,10,3500
0.295775,36,2537,2,5,2,0.0,1,1,0,1,0,10,5000
0.295775,13,2622,3,6,2,0.0096,1,0,2,1,2,1,5500
0.295775,5,3238,2,6,2,0.012346,1,0,2,1,3,0,5700
0.295775,37,669,3,3,2,0.0053,1,1,2,0,3,1,5900
0.295775,37,809,3,3,2,0.002,1,1,2,1,5,4,6500
0.295775,13,1894,1,6,2,0.0087,1,1,2,1,7,10,7250
0.295775,13,1894,1,6,2,0.0087,1,1,2,1,7,10,7250
0.295775,13,2818,3,6,2,0.0026,1,0,2,1,3,2,9000
0.295775,22,2679,1,6,2,0.007718,1,0,2,1,3,11,9500
0.295775,25,1113,3,6,2,0.01,1,0,2,0,3,8,10500
0.295775,22,2734,0,5,2,0.006871,1,0,2,1,3,10,11900
0.295775,10,1306,3,6,2,0.003,1,0,2,1,7,8,12900
0.295775,29,2299,1,6,2,0.0033,1,0,2,1,3,4,15000
0.295775,14,36,1,6,2,0.0089,1,0,2,1,7,4,15000
0.295775,13,2838,3,6,2,0.011164,1,0,2,1,3,1,16500
0.295775,9,85,1,5,2,0.013,1,1,2,0,4,0,18500
0.295775,7,823,3,6,2,0.0003,1,0,2,1,7,0,19500
0.295775,25,1197,1,6,2,0.0018,1,0,1,1,8,1,20000
0.295775,25,1197,1,6,2,0.0018,1,0,1,1,2,1,20000
0.295775,13,2838,3,6,2,0.009,1,1,2,1,3,1,21000
0.295775,38,51,1,3,2,0.009,3,1,2,0,3,9,24000
0.295775,7,1022,1,6,2,0.0045,1,0,2,1,7,4,27900
0.295775,37,2735,1,3,2,0.00074,1,1,1,2,2,10,28500
0.295775,7,1019,1,6,2,0.0018,1,0,2,1,3,4,29975
0.295775,10,3020,1,6,2,0.01228,1,1,0,1,7,4,37500
0.295775,7,1183,1,6,2,0.00019,1,1,2,2,3,4,41500
0.295775,7,1186,3,6,2,0.0091,1,0,2,0,2,8,44000
0.309859,10,1360,5,6,2,0.1,1,0,2,1,10,10,1950
0.309859,25,2790,2,6,2,0.0091,1,0,1,1,8,4,3000
0.309859,24,680,2,5,2,0.00881,1,0,2,1,3,9,4000
0.309859,29,2014,2,6,2,0.01,1,0,2,2,3,11,5000
0.309859,19,2447,3,6,2,0.0021,1,0,0,1,9,4,7000
0.309859,6,1506,1,6,2,0.0075,1,0,2,1,3,8,7500
0.309859,7,1505,1,6,2,0.0092,1,0,2,1,8,1,7500
0.309859,7,1488,2,6,2,0.0,1,0,2,1,7,8,10000
0.309859,7,1023,3,6,2,0.0095,1,0,2,1,9,0,10000
0.309859,14,10,3,6,2,0.011,1,0,2,1,7,4,11000
0.309859,13,3138,3,6,2,0.0058,1,0,2,1,9,10,12500
0.309859,7,824,1,6,2,0.0122,1,0,2,1,7,11,14000
0.309859,22,1133,1,6,2,0.001725,1,0,2,1,3,4,15600
0.309859,13,2839,1,6,2,0.0118,1,0,2,2,3,8,18500
0.309859,29,2317,1,6,2,0.0075,1,0,2,1,3,6,21500
0.309859,19,1058,1,6,2,0.000121,1,1,0,1,0,1,24999
0.309859,13,2818,3,6,2,0.008277,1,0,1,2,8,8,25000
0.309859,5,2300,1,6,2,0.0037,1,0,2,1,3,4,25000
0.309859,30,418,3,3,2,0.002135,1,1,2,0,2,8,25000
0.309859,7,823,0,6,2,0.0009,1,0,2,1,9,1,35000
0.309859,36,2031,1,6,2,0.0045,1,0,0,2,6,4,35000
0.309859,10,962,0,6,2,0.0001,1,0,2,1,3,8,39000
0.309859,13,800,1,6,2,0.003,1,1,0,1,0,10,68000
0.323944,24,132,2,5,2,0.0032,1,0,2,1,8,8,1500
0.323944,10,1328,2,5,2,0.01,1,0,2,2,8,1,2500
0.323944,19,992,2,6,2,0.0122,1,0,0,1,0,2,2900
0.323944,9,85,5,5,2,0.000421,1,0,2,0,4,8,3000
0.323944,13,3138,2,6,2,0.005,1,0,2,1,7,4,4000
0.323944,8,3942,2,6,2,0.02,1,0,2,1,11,1,4500
0.323944,25,1197,2,6,2,0.0058,1,0,2,2,2,1,5500
0.323944,19,1060,3,5,2,0.006,1,0,0,2,6,4,6250
0.323944,13,1762,3,6,2,0.001613,1,1,2,1,7,3,7000
0.323944,13,1945,1,6,2,0.0085,1,1,2,1,9,8,7000
0.323944,19,1060,3,6,2,0.1,1,1,0,2,2,2,7500
0.323944,24,296,2,6,2,0.0135,1,0,2,1,8,11,7500
0.323944,24,696,3,6,2,0.0161,1,0,2,2,3,8,7995
0.323944,13,1947,1,6,2,0.0095,1,0,2,1,9,2,8400
0.323944,36,2541,3,6,2,1e-05,1,1,0,2,6,4,9500
0.323944,13,2698,1,6,2,0.007437,1,0,2,2,8,10,11500
0.323944,37,669,1,3,2,0.0032,1,1,1,0,8,11,13500
0.323944,37,670,1,3,2,0.0032,1,1,1,0,8,11,13500
0.323944,6,1506,1,6,2,0.000426,4,0,1,1,2,8,14500
0.323944,29,2572,0,6,2,0.00678,1,0,2,2,3,11,15000
0.323944,7,1488,1,6,2,0.0046,1,0,2,1,3,1,15500
0.323944,29,4112,0,6,2,0.002553,1,0,2,2,3,4,16000
0.323944,37,3879,1,3,2,0.002854,1,1,2,2,2,6,17000
0.323944,7,828,1,6,2,0.006988,1,1,2,1,9,0,17000
0.323944,37,671,1,3,2,0.009507,1,1,2,0,8,4,17000
0.323944,25,1196,1,6,2,0.0085,1,0,2,1,2,8,19500
0.323944,10,974,3,6,2,0.0038,1,0,2,1,3,6,19500
0.323944,7,2789,3,6,2,0.012,1,0,2,1,3,0,20000
0.323944,7,1188,3,6,2,0.0087,1,0,2,1,3,11,25000
0.323944,10,962,3,6,2,0.0075,4,0,2,2,3,6,28500
0.323944,36,2034,1,3,2,0.0045,1,1,0,0,9,1,31000
0.323944,13,800,1,3,2,3e-05,1,0,0,1,11,9,79000
0.323944,13,800,1,6,2,0.00025,1,1,0,2,0,0,82500
0.323944,13,800,1,6,2,0.00025,1,1,0,2,0,0,82500
0.338028,13,3880,3,6,2,0.0042,1,0,2,1,3,10,1700
0.338028,13,2818,3,3,2,0.0086,1,0,2,2,8,10,1800
0.338028,7,0,3,6,2,0.0089,1,0,2,1,9,10,1850
0.338028,19,2445,2,6,2,0.002845,1,0,0,1,7,5,2000
0.338028,25,2791,2,6,2,0.01239,1,0,2,1,8,1,2700
0.338028,7,1488,3,6,2,0.0101,4,0,2,1,8,11,2800
0.338028,24,694,3,6,2,0.0,1,0,2,1,2,5,3000
0.338028,24,52,3,3,2,0.001,1,0,2,2,2,11,5500
0.338028,10,4162,3,6,2,0.003615,1,1,0,1,9,8,7500
0.338028,13,3880,1,6,2,0.00618,1,0,2,1,3,1,9500
0.338028,7,1183,3,6,2,0.0129,1,0,2,2,3,2,9800
0.338028,24,695,1,6,2,0.010644,1,0,2,2,3,8,9949
0.338028,7,3528,0,6,2,0.009,1,0,0,1,7,3,16000
0.338028,7,1192,1,6,2,0.00875,1,1,2,2,2,8,18750
0.338028,37,669,1,3,2,0.0074,1,1,2,0,2,6,19990
0.338028,22,2680,0,6,2,0.0056,1,0,2,1,3,11,22500
0.352113,5,2573,2,6,2,0.012446,1,0,2,1,2,2,2900
0.352113,13,3139,3,6,2,0.007283,1,0,1,1,11,10,4000
0.352113,22,1130,3,6,2,0.005786,1,0,2,1,8,1,4200
0.352113,13,1833,1,6,2,0.006334,1,0,2,1,7,4,7000
0.352113,7,2796,3,6,2,1.0,1,0,2,0,4,8,9000
0.352113,24,696,3,6,2,0.015,1,0,2,0,2,1,9000
0.352113,7,870,3,6,2,0.0043,1,0,2,2,3,10,10000
0.352113,12,4,1,3,2,0.006133,1,1,2,0,2,8,10600
0.352113,7,870,1,6,2,0.002973,1,0,2,1,3,0,13999
0.352113,13,1930,3,6,2,0.0077,1,1,2,1,7,1,15000
0.352113,19,1060,1,6,2,0.000111,1,1,0,0,2,0,16999
0.352113,7,1192,1,6,2,0.0103,1,0,2,0,8,9,24000
0.352113,29,2014,1,6,2,0.003693,1,0,2,2,3,8,32900
0.352113,7,1183,0,6,2,0.0001,1,0,2,1,8,10,40000
0.366197,13,3144,2,6,2,0.01,1,0,0,1,7,8,2200
0.366197,7,4105,2,3,2,0.00309,1,0,2,0,3,5,2700
0.366197,36,2999,3,3,2,0.01,1,1,2,0,7,4,2900
0.366197,10,1307,3,6,2,0.0105,1,0,2,1,9,2,4000
0.366197,7,892,3,6,2,0.0066,1,0,2,1,7,6,4200
0.366197,7,313,3,6,2,0.0088,1,1,0,1,9,9,4750
0.366197,19,1060,3,5,2,0.0002,1,1,0,0,6,3,7500
0.366197,19,4176,3,5,2,0.013,1,1,0,0,0,8,7500
0.366197,6,3441,3,6,2,0.00235,1,0,2,2,8,1,9191
0.366197,13,1930,3,6,2,0.0025,1,1,2,1,9,10,10500
0.366197,7,2499,3,6,2,2e-05,4,1,0,1,9,4,12000
0.366197,24,696,1,6,2,0.01123,1,0,2,1,2,11,14200
0.366197,13,1762,3,6,2,0.0162,1,1,0,1,7,10,14900
0.366197,13,1831,3,6,2,0.01,1,1,2,1,7,0,18000
0.366197,25,2296,1,6,2,0.006,1,0,2,1,8,0,18000
0.366197,29,3971,1,6,2,0.001,1,1,2,2,3,0,18500
0.366197,29,3971,1,6,2,0.001,1,1,1,2,3,0,18500
0.366197,9,133,1,5,2,0.0132,1,1,2,0,4,6,22000
0.366197,7,1192,1,6,2,0.0077,1,1,2,2,3,8,22000
0.366197,13,1894,1,6,2,0.0005,1,1,0,1,7,2,22500
0.366197,29,3971,1,6,2,0.000667,1,1,2,2,3,10,25000
0.380282,5,3202,2,6,2,1.0,1,0,2,1,3,1,1000
0.380282,13,2265,3,6,2,0.009999,1,0,2,2,8,5,1000
0.380282,25,2296,3,6,2,0.0146,1,0,2,1,8,11,3500
0.380282,13,1285,3,6,2,0.006174,1,1,2,1,9,4,4400
0.380282,7,1488,3,6,2,0.007587,1,0,2,1,8,2,4500
0.380282,22,2749,1,6,2,0.0034,1,0,2,1,3,10,6500
0.380282,13,1831,3,6,2,0.0068,1,0,1,1,7,1,7500
0.380282,13,3880,1,6,2,0.006872,1,0,2,1,3,5,8000
0.380282,19,1060,1,6,2,0.005,1,1,0,0,8,8,8500
0.380282,24,3411,3,6,2,0.0122,1,0,2,1,8,9,8500
0.380282,7,1488,1,6,2,0.0208,1,0,2,1,9,4,9000
