year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price
0.253521,volkswagen,m-bug,good,'4',gas,0.0001,clean,manual,rwd,compact,coupe,green,14900
0.253521,chevrolet,m-c10,good,8,gas,0.009027,clean,automatic,fwd,full-size,pickup,green,14950
0.253521,mercury,'m-cougar xr7',excellent,8,gas,0.0021,clean,automatic,rwd,mid-size,coupe,blue,16000
0.253521,buick,'m-skylark convertible',good,8,gas,0.0047,clean,automatic,rwd,full-size,convertible,white,17000
0.253521,chevrolet,m-c10,'like new',8,gas,0.002,clean,manual,rwd,full-size,pickup,custom,18000
0.253521,chevrolet,'m-el camino',good,8,gas,0.0025,clean,automatic,rwd,mid-size,pickup,white,24975
0.253521,chevrolet,m-camaro,good,8,gas,0.008,clean,automatic,rwd,full-size,coupe,black,28000
0.253521,buick,'m-gs 400',excellent,8,gas,0.011733,clean,automatic,rwd,full-size,convertible,blue,34975
0.253521,chevrolet,m-chevelle,excellent,8,gas,0.0008,clean,automatic,fwd,full-size,coupe,green,35000
0.253521,ford,'m-mustang fastback',excellent,8,gas,0.0093,clean,manual,fwd,mid-size,other,red,36000
0.253521,pontiac,'m-gto convertible',good,8,gas,0.008854,clean,automatic,rwd,mid-size,convertible,green,42000
0.253521,dodge,'m-coronet r-t','like new',8,gas,0.00021,clean,automatic,rwd,mid-size,coupe,orange,55000
0.253521,chevrolet,m-camar,'like new',8,gas,0.00025,clean,automatic,rwd,mid-size,coupe,grey,67500
0.253521,chevrolet,m-corvette,excellent,8,gas,0.001048,clean,manual,4wd,full-size,coupe,blue,125000
0.267606,chevrolet,'m-c-10 pickup',fair,8,gas,0.0262,clean,manual,rwd,full-size,pickup,grey,1650
0.267606,ford,m-f250,fair,8,gas,0.007165,clean,automatic,fwd,full-size,truck,white,2450
0.267606,volkswagen,'m-dune buggy',fair,'4',gas,0.0024,clean,manual,rwd,sub-compact,convertible,yellow,3450
0.267606,toyota,m-corona,good,'4',gas,0.1,clean,automatic,rwd,compact,coupe,blue,3500
0.267606,buick,'m-electra 225',excellent,8,gas,0.01,clean,automatic,rwd,full-size,convertible,custom,6000
0.267606,dodge,m-d200,excellent,6,gas,0.0021,clean,manual,rwd,full-size,truck,green,6500
0.267606,ford,'m-gran torino',good,8,gas,0.01,clean,automatic,rwd,full-size,convertible,blue,7500
0.267606,lincoln,'m-continental mk iii',good,8,gas,0.0025,rebuilt,automatic,rwd,full-size,coupe,black,7900
0.267606,ford,'m-f250 camper special',fair,8,gas,0.0075,clean,automatic,rwd,full-size,truck,red,8000
0.267606,toyota,'m-land cruiser',good,6,gas,0.0032,clean,manual,4wd,full-size,offroad,white,8500
0.267606,chevrolet,m-corvette,fair,8,gas,0.0052,clean,manual,rwd,mid-size,coupe,custom,10000
0.267606,ford,'m-fairlane 500',excellent,8,gas,0.00635,clean,automatic,rwd,mid-size,coupe,white,12000
0.267606,ford,'m-galaxie 500 xl',good,8,gas,0.005994,clean,automatic,rwd,full-size,other,white,12500
0.267606,volkswagen,m-beetle,excellent,'4',gas,0.0003,clean,manual,rwd,compact,coupe,white,13000
0.267606,ford,'m-f250 ranger',excellent,8,gas,0.016,clean,automatic,rwd,full-size,truck,custom,13000
0.267606,jeep,m-cj5,excellent,6,gas,0.01,clean,manual,4wd,full-size,other,orange,14500
0.267606,pontiac,m-gto,fair,8,gas,0.1,clean,manual,rwd,mid-size,coupe,blue,15000
0.267606,buick,'m-electra 225',good,8,gas,0.012,clean,automatic,rwd,full-size,convertible,red,15000
0.267606,chevrolet,'m-chevelle concours',good,8,gas,0.01025,clean,automatic,rwd,mid-size,wagon,green,15000
0.267606,chevrolet,m-corvette,good,8,gas,0.006786,clean,automatic,rwd,full-size,coupe,red,21000
0.267606,mercury,m-cougar,excellent,8,gas,0.00077,clean,automatic,rwd,mid-size,coupe,blue,24000
0.267606,chevrolet,'m-s10 pickup',excellent,other,gas,0.004257,clean,automatic,4wd,full-size,pickup,white,30000
0.267606,chevrolet,'m-el camino',new,8,gas,0,clean,automatic,rwd,full-size,pickup,orange,65000
0.28169,chrysler,m-hurst,fair,8,gas,0.01,missing,automatic,rwd,full-size,coupe,white,2500
0.28169,chevrolet,'m-monte carlo',fair,8,gas,0.006251,missing,automatic,rwd,full-size,coupe,green,2900
0.28169,ford,m-f250,good,8,gas,0.0027,clean,automatic,rwd,full-size,pickup,green,5500
0.28169,chevrolet,m-caprice,fair,8,gas,0.01,clean,automatic,rwd,full-size,coupe,green,6000
0.28169,ford,'m-xl convertible',good,8,gas,0.0033,clean,automatic,rwd,full-size,convertible,white,6900
0.28169,chevrolet,m-chevelle,fair,8,gas,1,'parts only',automatic,rwd,full-size,coupe,red,7500
0.28169,pontiac,'m-catalina 400',excellent,8,gas,0.0054,clean,automatic,rwd,full-size,coupe,white,7900
