year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price
0.267606,chevrolet,'m-s10 pickup',0.6,other,gas,0.004257,1,automatic,1,full-size,pickup,white,30000
0.267606,chevrolet,'m-el camino',1,'8 cylinders',gas,0,1,automatic,0.667,full-size,pickup,orange,65000
0.28169,chrysler,m-hurst,0.2,'8 cylinders',gas,0.01,0,automatic,0.667,full-size,coupe,white,2500
0.28169,chevrolet,'m-monte carlo',0.2,'8 cylinders',gas,0.006251,0,automatic,0.667,full-size,coupe,green,2900
0.28169,ford,m-f250,0.4,'8 cylinders',gas,0.0027,1,automatic,0.667,full-size,pickup,green,5500
0.28169,chevrolet,m-caprice,0.2,'8 cylinders',gas,0.01,1,automatic,0.667,full-size,coupe,green,6000
0.28169,ford,'m-xl convertible',0.4,'8 cylinders',gas,0.0033,1,automatic,0.667,full-size,convertible,white,6900
0.28169,chevrolet,m-chevelle,0.2,'8 cylinders',gas,1,0.1,automatic,0.667,full-size,coupe,red,7500
0.28169,pontiac,'m-catalina 400',0.6,'8 cylinders',gas,0.0054,1,automatic,0.667,full-size,coupe,white,7900
0.28169,jeep,m-cj5,0.6,'8 cylinders',gas,0.001,0,manual,1,compact,offroad,red,11900
0.28169,chevrolet,m-c20,0.4,'8 cylinders',gas,0.0088,1,automatic,0.667,full-size,pickup,custom,14900
0.28169,buick,'m-skylark custom',0.6,'8 cylinders',gas,0.01135,1,automatic,0.667,full-size,convertible,white,14900
0.28169,volvo,m-p1800e,0.4,'4 cylinders',gas,0.008065,1,manual,0.667,compact,coupe,green,15500
